id	symbol	chr	strand	nprots	ntrans	SV	WT	SV_prots	WT_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000177034	MTX3	5	-	3	3	79279618:79282773	79279618:79281394|79281483:79282773	ENSP00000423302	ENSP00000423600|ENSP00000424798	1	1	89	89
ENSG00000110719	TCIRG1	11	+	8	16	67810499:67811038	67810499:67810838|67810965:67811038	ENSP00000431174	ENSP00000265686|ENSP00000432846|ENSP00000435023	1	1	127	127
ENSG00000147257	GPC3	X	-	4	4	132888204:133119302	132888204:133087077|133087239:133119302	ENSP00000444222	ENSP00000359854|ENSP00000377836	1	1	162	162
ENSG00000160223	ICOSLG	21	-	4	4	45655446:45658331	45655446:45656750|45657101:45658331	ENSP00000383228	ENSP00000339477|ENSP00000383230|ENSP00000384432	1	1	351	351
ENSG00000156299	TIAM1	21	-	4	6	32567622:32582361	32567622:32575224|32575329:32582361	ENSP00000441570	ENSP00000286827	1	1	105	105
ENSG00000064201	TSPAN32	11	+	7	16	2325435:2334884	2325435:2329966|2330041:2334884	ENSP00000370509	ENSP00000182290|ENSP00000343285|ENSP00000370513|ENSP00000395018|ENSP00000405205	1	1	75	75
ENSG00000114904	NEK4	3	-	6	7	52800392:52804670	52800392:52802354|52802621:52804670	ENSP00000419666|ENSP00000437703	ENSP00000233027|ENSP00000373227	1	1	267	267
ENSG00000189430	NCR1	19	+	7	9	55417580:55417881	55417580:55417657|55417693:55417881	ENSP00000469750	ENSP00000291890|ENSP00000339515|ENSP00000404434|ENSP00000471986	1	1	36	36
ENSG00000172955	ADH6	4	-	7	9	100131660:100137318	100131660:100134763|100134905:100137318	ENSP00000425275	ENSP00000237653|ENSP00000378358|ENSP00000378359	1	1	142	142
ENSG00000188906	LRRK2	12	+	4	7	40646819:40653282	40646819:40651050|40651180:40653282	ENSP00000398726	ENSP00000298910|ENSP00000341930	1	1	130	130
ENSG00000019582	CD74	5	-	8	12	149782189:149785822	149782189:149782684|149782189:149784243|149782876:149784243|149784331:149784648|149784744:149785822	ENSP00000367026	ENSP00000009530|ENSP00000230685|ENSP00000430614	2	3	184	376
ENSG00000065882	TBC1D1	4	+	8	18	38051520:38055820	38051520:38053520|38053682:38055820|38053682:38054727|38054847:38055820	ENSP00000261439|ENSP00000396877|ENSP00000410167|ENSP00000425655	ENSP00000397640|ENSP00000423651	1	2	162	282
ENSG00000080618	CPB2	13	-	2	2	46638877:46648008	46638877:46641442|46641553:46648008	ENSP00000400714	ENSP00000181383	1	1	111	111
ENSG00000037897	METTL1	12	-	6	8	58163462:58164877	58163462:58163555|58163740:58164877	ENSP00000257848	ENSP00000314441	1	1	185	185
ENSG00000145016	KIAA0226	3	-	7	11	197422853:197426058	197422853:197423825|197423921:197426058	ENSP00000405115	ENSP00000273582	1	1	96	96
ENSG00000001497	LAS1L	X	-	6	6	64744931:64749092	64744931:64748140|64748250:64749092	ENSP00000308649|ENSP00000473471	ENSP00000363937|ENSP00000363940|ENSP00000363944	1	1	110	110
ENSG00000149571	KIRREL3	11	-	4	10	126301422:126306706	126301422:126305163|126305199:126306706	ENSP00000434081	ENSP00000435094|ENSP00000435466	1	1	36	36
ENSG00000197467	COL13A1	10	+	19	22	71631967:71647212	71631967:71634884|71631967:71640259|71634920:71640259|71634920:71637795|71637822:71640259|71640310:71647212	ENSP00000381936|ENSP00000430173	ENSP00000346553|ENSP00000348695|ENSP00000350463|ENSP00000381938|ENSP00000381940|ENSP00000381943|ENSP00000381944|ENSP00000381945|ENSP00000381946|ENSP00000381949|ENSP00000428342|ENSP00000430061|ENSP00000430089	1	3	51	114
ENSG00000267483	RBFOX3	HG748_PATCH	-	4	12	77097727:77100155	77097727:77099244|77099337:77100155	ENSP00000465795	ENSP00000466683|ENSP00000467132|ENSP00000467910	1	1	93	93
ENSG00000130779	CLIP1	12	-	12	18	122832027:122837273	122832027:122835658|122835691:122837273	ENSP00000303585|ENSP00000351665|ENSP00000437786|ENSP00000438743	ENSP00000439093	1	1	33	33
ENSG00000130363	RSPH3	6	-	4	5	159403721:159414871	159403721:159404694|159404840:159407312|159407454:159414871	ENSP00000297262|ENSP00000393195	ENSP00000252655|ENSP00000356036	2	2	288	288
ENSG00000089775	ZBTB25	14	-	4	4	64916357:64957079	64916357:64953832|64953915:64957079	ENSP00000450718	ENSP00000451046	1	1	83	83
ENSG00000011114	BTBD7	14	-	8	9	93723702:93760204	93723702:93727948|93728024:93730131|93730340:93760204	ENSP00000376874|ENSP00000450778	ENSP00000335615	2	2	285	285
ENSG00000105287	PRKD2	19	-	11	17	47214296:47219388	47214296:47217120|47217259:47219388	ENSP00000469064	ENSP00000291281|ENSP00000393978|ENSP00000470804	1	1	139	139
ENSG00000163644	PPM1K	4	-	8	11	89183879:89189342	89183879:89186153|89186288:89189342	ENSP00000295908	ENSP00000476452|ENSP00000477341	1	1	135	135
ENSG00000156860	FBRS	16	+	5	11	30674181:30678240	30674181:30675536|30675838:30676036|30676242:30676356|30676401:30676627|30676723:30676959|30677028:30677833|30677863:30678240	ENSP00000456204	ENSP00000348489	6	6	748	748
ENSG00000140557	ST8SIA2	15	+	3	4	92937393:92977477	92937393:92973279|92973342:92977477	ENSP00000437382	ENSP00000268164	1	1	63	63
ENSG00000132437	DDC	7	-	8	11	50597041:50611583	50597041:50605558|50605678:50611583|50605678:50607613|50607727:50611583	ENSP00000395069	ENSP00000350616|ENSP00000370371|ENSP00000393724|ENSP00000403644	1	2	120	234
ENSG00000186868	MAPT	17	+	15	19	44064462:44068826	44064462:44067244|44067442:44068826	ENSP00000302706|ENSP00000303214|ENSP00000334886|ENSP00000340438|ENSP00000389250|ENSP00000408975|ENSP00000413056|ENSP00000443028|ENSP00000458621|ENSP00000460965	ENSP00000262410|ENSP00000340820|ENSP00000410838|ENSP00000458742	1	1	198	198
ENSG00000134490	TMEM241	18	-	14	19	20948715:20951386	20948715:20950180|20950226:20951386	ENSP00000440152	ENSP00000372720|ENSP00000414899	1	1	46	46
ENSG00000133059	DSTYK	1	-	3	3	205116874:205119808	205116874:205117333|205117468:205119808	ENSP00000356129	ENSP00000356128|ENSP00000356130	1	1	135	135
ENSG00000163386	NBPF10	1	+	7	7	145356010:145362979	145356010:145356719|145356771:145357417|145357590:145358304|145358413:145359015|145359188:145359907|145359959:145360555|145360728:145361449|145361501:145362097|145362270:145362979	ENSP00000358345|ENSP00000474856	ENSP00000345684	8	8	957	957
ENSG00000074054	CLASP1	2	-	11	17	122159447:122161947	122159447:122160171|122160240:122161947	ENSP00000263710|ENSP00000386442|ENSP00000441625	ENSP00000389372|ENSP00000441770	1	1	69	69
ENSG00000126883	NUP214	9	+	12	27	134053798:134064440	134053798:134062676|134062752:134064440	ENSP00000437139	ENSP00000352400|ENSP00000396576|ENSP00000405014	1	1	76	76
ENSG00000163793	DNAJC5G	2	+	5	6	27499710:27501056	27499710:27500622|27499710:27500670|27499710:27500622|27500884:27501056	ENSP00000385533|ENSP00000400382	ENSP00000296097|ENSP00000384305|ENSP00000385829	1	1	214	262
ENSG00000165490	C11orf82	11	+	11	13	82639981:82642774	82639981:82641199|82641317:82642774	ENSP00000436241|ENSP00000436611	ENSP00000414687|ENSP00000431206|ENSP00000435421|ENSP00000435424	1	1	118	118
ENSG00000232541	COL11A2	HSCHR6_MHC_SSTO	-	5	6	33292139:33293711	33292139:33292785|33292863:33293711	ENSP00000404513|ENSP00000447422	ENSP00000415296	1	1	78	78
ENSG00000092140	G2E3	14	+	10	15	31062846:31070976	31062846:31066626|31066733:31067689|31067806:31070976	ENSP00000448515	ENSP00000206595|ENSP00000391068|ENSP00000451653	2	2	224	224
ENSG00000082515	MRPL22	5	+	5	7	154320826:154335931	154320826:154330381|154320826:154330363|154320826:154330381|154330499:154335931	ENSP00000430648	ENSP00000411177|ENSP00000429039|ENSP00000431040	1	1	118	136
ENSG00000160767	FAM189B	1	-	5	9	155223986:155224444	155223986:155224191|155224248:155224444	ENSP00000357352	ENSP00000354958	1	1	57	57
ENSG00000071991	CDH19	18	-	5	5	64172540:64197082	64172540:64176232|64176484:64178805|64178923:64197082	ENSP00000439593	ENSP00000262150	2	2	370	370
ENSG00000172116	CD8B	2	-	6	6	87072082:87080120	87072082:87073807|87073897:87080120	ENSP00000340592	ENSP00000331172|ENSP00000375070|ENSP00000377356	1	1	90	90
ENSG00000164674	SYTL3	6	+	3	4	159104022:159166512	159104022:159128262|159128314:159129354|159129424:159146535|159129424:159134832|159134911:159139119|159139244:159146535|159146670:159166512	ENSP00000356048	ENSP00000297239|ENSP00000353631	3	5	257	461
ENSG00000078900	TP73	1	+	11	14	3646013:3649311	3646013:3647491|3646013:3646564|3646013:3648027|3646013:3647491|3646713:3647491|3647630:3649311|3647630:3648027|3648121:3649311	ENSP00000475143	ENSP00000340740|ENSP00000346423|ENSP00000350366|ENSP00000367534|ENSP00000367537|ENSP00000367539|ENSP00000367545|ENSP00000474322|ENSP00000474626	1	3	94	382
ENSG00000157657	ZNF618	9	+	4	6	116750861:116764276	116750861:116760539|116760635:116764276	ENSP00000288466|ENSP00000363239|ENSP00000395400	ENSP00000363241	1	1	96	96
ENSG00000051523	CYBA	16	-	6	10	88712606:88713163	88712606:88712928|88713012:88713163	ENSP00000261623|ENSP00000454951|ENSP00000455537|ENSP00000456079|ENSP00000457060	ENSP00000455506	1	1	84	84
ENSG00000008382	MPND	19	+	8	8	4357583:4359160	4357583:4358080|4358170:4359160	ENSP00000262966|ENSP00000471715	ENSP00000353015|ENSP00000471189|ENSP00000471735	1	1	90	90
ENSG00000188739	RBM34	1	-	5	11	235311763:235318196	235311763:235316021|235316081:235318196	ENSP00000400000	ENSP00000355565|ENSP00000386226	1	1	60	60
ENSG00000100568	VTI1B	14	-	5	6	68118199:68123133	68118199:68120154|68120216:68123133	ENSP00000451661	ENSP00000450731	1	1	62	62
ENSG00000263160	TMEM50B	HSCHR21_4_CTG1_1	-	5	10	34832813:34841103	34832813:34837650|34837718:34839318|34839431:34841103	ENSP00000461339	ENSP00000458900|ENSP00000460121|ENSP00000461292	2	2	181	181
ENSG00000131238	PPT1	1	-	9	10	40555185:40562787	40555185:40557001|40557072:40557717|40557730:40562787|40557845:40558070|40558180:40559605|40558180:40562787|40559692:40562787	ENSP00000392293	ENSP00000361865|ENSP00000394863|ENSP00000432053|ENSP00000436695	2	4	84	396
ENSG00000144366	GULP1	2	+	11	18	189348220:189433966	189348220:189387483|189387555:189393824|189393923:189405908|189406046:189433966	ENSP00000387171	ENSP00000352047|ENSP00000386289|ENSP00000386732|ENSP00000386867|ENSP00000387144	3	3	309	309
ENSG00000100422	CERK	22	-	3	5	47103886:47108065	47103886:47106983|47107047:47108065	ENSP00000400859	ENSP00000216264	1	1	64	64
ENSG00000187191	DAZ3	Y	-	5	5	26920569:26935041	26920569:26930284|26930356:26932661|26930356:26935041|26932733:26935041	ENSP00000401049	ENSP00000324965|ENSP00000371802	1	2	72	144
ENSG00000165895	ARHGAP42	11	+	4	8	100730357:100792225	100730357:100784183|100784285:100792225	ENSP00000431776	ENSP00000298815	1	1	102	102
ENSG00000156298	TSPAN7	X	+	7	10	38420881:38525375	38420881:38505515|38505566:38525375	ENSP00000367743	ENSP00000286824	1	1	51	51
ENSG00000100227	POLDIP3	22	-	6	8	42981975:42987961	42981975:42983512|42983579:42987961	ENSP00000397927	ENSP00000252115|ENSP00000252116	1	1	67	67
ENSG00000118965	WDR35	2	-	6	7	20153740:20166485	20153740:20160315|20160376:20162056|20160376:20166485|20162089:20166485	ENSP00000390105	ENSP00000281405|ENSP00000314444|ENSP00000390802	1	2	61	94
ENSG00000058272	PPP1R12A	12	-	13	22	80192365:80201006	80192365:80199372|80192365:80199946|80199549:80201006|80199549:80199946|80200078:80201006|80200114:80201006	ENSP00000450061	ENSP00000261207|ENSP00000389168|ENSP00000416769|ENSP00000446816|ENSP00000446855|ENSP00000447144|ENSP00000449514	1	2	168	345
ENSG00000163249	CCNYL1	2	+	6	7	208591601:208602135	208591601:208598671|208598772:208602135	ENSP00000342344	ENSP00000295414|ENSP00000376045|ENSP00000388992	1	1	101	101
ENSG00000115694	STK25	2	-	19	35	242440212:242447421	242440212:242440893|242441124:242447421	ENSP00000384444|ENSP00000385541	ENSP00000325748|ENSP00000384162|ENSP00000385687|ENSP00000412617	1	1	231	231
ENSG00000175416	CLTB	5	-	5	7	175819947:175824608	175819947:175823480|175823534:175824608	ENSP00000310812	ENSP00000309415	1	1	54	54
ENSG00000122735	DNAI1	9	+	5	9	34513190:34514638	34513190:34514392|34514541:34514638	ENSP00000434296	ENSP00000242317|ENSP00000408129	1	1	149	149
ENSG00000142599	RERE	1	-	11	18	8415660:8424806	8415660:8416160|8416307:8418256|8418977:8419824|8420047:8420172|8421551:8421823|8421937:8422743|8422905:8424116|8424316:8424806	ENSP00000383699	ENSP00000338629|ENSP00000366684|ENSP00000383700	7	7	2946	2946
ENSG00000166886	NAB2	12	+	3	6	57485782:57486700	57485782:57486231|57486365:57486700	ENSP00000350309	ENSP00000300131|ENSP00000341491	1	1	134	134
ENSG00000170162	VGLL2	6	+	2	2	117589655:117593617	117589655:117591706|117592228:117593617	ENSP00000305405	ENSP00000320957	1	1	522	522
ENSG00000152520	PAN3	13	+	3	5	28752073:28794368	28752073:28771322|28771484:28794368	ENSP00000382522	ENSP00000370345	1	1	162	162
ENSG00000185158	LRRC37B	17	+	9	20	30354860:30361929	30354860:30357675|30357747:30358397|30358478:30361929	ENSP00000378202|ENSP00000463081	ENSP00000332536|ENSP00000340519|ENSP00000443345|ENSP00000463564	2	2	153	153
ENSG00000155307	SAMSN1	21	-	3	5	15873057:15918526	15873057:15882631|15882783:15884765|15884895:15889213|15889363:15893471|15893543:15918526	ENSP00000383409	ENSP00000383411	4	4	504	504
ENSG00000109466	KLHL2	4	+	8	10	166141212:166149959	166141212:166145090|166145210:166149959	ENSP00000226725|ENSP00000421324|ENSP00000424198	ENSP00000422113	1	1	120	120
ENSG00000174231	PRPF8	17	-	5	16	1585333:1586827	1585333:1585423|1585588:1586827	ENSP00000458151	ENSP00000304350|ENSP00000460348	1	1	165	165
ENSG00000187010	RHD	1	+	7	9	25629951:25655389	25629951:25633087|25629951:25643491|25633221:25655389|25633221:25643491|25633221:25634138|25633221:25643491|25634308:25655389|25643571:25655389|25643571:25648380|25648454:25655389	ENSP00000413849	ENSP00000331871|ENSP00000339577|ENSP00000350150|ENSP00000396420|ENSP00000456966	1	3	80	304
ENSG00000170271	FAXDC2	5	-	10	16	154203153:154214403	154203153:154210361|154203153:154214185|154210483:154214185|154214289:154214403	ENSP00000428992	ENSP00000320604|ENSP00000428834|ENSP00000429837|ENSP00000430286	1	2	104	226
ENSG00000145020	AMT	3	-	8	23	49459006:49459794	49459006:49459537|49459705:49459794	ENSP00000388068|ENSP00000443200	ENSP00000273588|ENSP00000378747|ENSP00000403821|ENSP00000415619	1	1	168	168
ENSG00000182504	CEP97	3	+	5	7	101481405:101483691	101481405:101481953|101482031:101483691	ENSP00000342510|ENSP00000418185	ENSP00000325881	1	1	78	78
ENSG00000061987	MON2	12	+	10	15	62936979:62938678	62936979:62938546|62938549:62938678	ENSP00000377249|ENSP00000377252|ENSP00000446635|ENSP00000447407|ENSP00000449215	ENSP00000280379|ENSP00000377250	1	1	3	3
ENSG00000173210	ABLIM3	5	+	8	12	148619452:148622054	148619452:148620239|148620338:148622054	ENSP00000315841|ENSP00000420855	ENSP00000310309|ENSP00000425394	1	1	99	99
ENSG00000175267	VWA3A	16	+	7	9	22157666:22159483	22157666:22158892|22158964:22159483	ENSP00000374049	ENSP00000374048|ENSP00000456513	1	1	72	72
ENSG00000146373	RNF217	6	+	8	12	125284573:125366357	125284573:125292647|125292745:125366357	ENSP00000428698|ENSP00000452812	ENSP00000429012	1	1	98	98
ENSG00000175106	TVP23C	17	-	10	11	15450463:15458596	15450463:15456999|15450463:15457080|15450463:15456999|15457144:15458596	ENSP00000428373	ENSP00000225576|ENSP00000406387|ENSP00000413355|ENSP00000428748|ENSP00000464052	1	1	64	145
ENSG00000196998	WDR45	X	-	18	26	48933605:48935302	48933605:48934089|48934184:48934304|48934410:48935302|48934413:48935302|48934464:48935302|48934485:48935302	ENSP00000418466	ENSP00000348848|ENSP00000356345|ENSP00000365546|ENSP00000365551|ENSP00000379913|ENSP00000393640|ENSP00000417211|ENSP00000420728	2	2	201	276
ENSG00000118369	USP35	11	+	6	8	77909115:77911179	77909115:77910641|77910771:77911179	ENSP00000436253	ENSP00000431876|ENSP00000436001	1	1	130	130
ENSG00000141956	PRDM15	21	-	9	17	43280482:43299379	43280482:43281672|43281861:43282034|43282117:43287409|43287487:43291603|43291731:43298804|43298970:43299105|43299250:43299379	ENSP00000381556|ENSP00000396943|ENSP00000408592	ENSP00000269844|ENSP00000415471	6	6	789	789
ENSG00000159063	ALG8	11	-	16	20	77812242:77820488	77812242:77815026|77815099:77815402|77815500:77817853|77817959:77820488|77817993:77820488	ENSP00000434066	ENSP00000299626|ENSP00000434388	3	3	277	311
ENSG00000180071	ANKRD18A	9	-	4	5	38543361:38571119	38543361:38543458|38543494:38571119	ENSP00000326555	ENSP00000477435	1	1	36	36
ENSG00000156469	MTERFD1	8	-	5	5	97251914:97258088	97251914:97256147|97256309:97258088	ENSP00000429267	ENSP00000287025|ENSP00000430138	1	1	162	162
ENSG00000132749	MTL5	11	-	4	9	68506257:68512459	68506257:68509786|68509863:68512459	ENSP00000403086	ENSP00000255087|ENSP00000440968	1	1	77	77
ENSG00000198814	GK	X	+	12	12	30742299:30746849	30742299:30745583|30745670:30746849	ENSP00000368228|ENSP00000368229	ENSP00000368226|ENSP00000401720	1	1	87	87
ENSG00000165495	PKNOX2	11	+	6	15	125221289:125255447	125221289:125237742|125237882:125255447	ENSP00000434377|ENSP00000441470	ENSP00000298282|ENSP00000453374	1	1	140	140
ENSG00000055070	SZRD1	1	+	6	11	16693804:16719723	16693804:16717870|16717920:16719723	ENSP00000383867	ENSP00000383866	1	1	50	50
ENSG00000138100	TRIM54	2	+	2	4	27522285:27527827	27522285:27522398|27522524:27527827	ENSP00000369415	ENSP00000296098	1	1	126	126
ENSG00000148604	RGR	10	+	3	10	86014200:86018264	86014200:86017649|86017763:86018264	ENSP00000350823	ENSP00000352427	1	1	114	114
ENSG00000103037	SETD6	16	+	6	13	58550248:58552305	58550248:58550517|58550248:58550382|58550577:58550712|58550833:58551955|58552136:58552305	ENSP00000396437	ENSP00000219315|ENSP00000310082|ENSP00000377809	3	3	362	497
ENSG00000178209	PLEC	8	-	14	15	145011411:145012319	145011411:145011917|145011953:145012319	ENSP00000323856|ENSP00000344848|ENSP00000346602|ENSP00000347044|ENSP00000348702|ENSP00000350277|ENSP00000381756|ENSP00000388180|ENSP00000433557|ENSP00000434583|ENSP00000436702	ENSP00000437303	1	1	36	36
ENSG00000124207	CSE1L	20	+	3	4	47686835:47689105	47686835:47688823|47688991:47689105	ENSP00000379495	ENSP00000262982|ENSP00000446477	1	1	168	168
ENSG00000103355	PRSS33	16	-	4	4	2835173:2835800	2835173:2835376|2835648:2835800	ENSP00000459051	ENSP00000293851|ENSP00000458369|ENSP00000460368	1	1	272	272
ENSG00000118162	KPTN	19	-	5	10	47986473:47987192	47986473:47986552|47986637:47986759|47986842:47987192	ENSP00000469446	ENSP00000337850|ENSP00000470364	2	2	168	168
ENSG00000081307	UBA5	3	+	9	14	132394525:132395287	132394525:132394661|132394768:132395287	ENSP00000424984	ENSP00000264991|ENSP00000348565|ENSP00000418807	1	1	107	107
ENSG00000145428	RNF175	4	-	6	10	154644611:154669797	154644611:154649359|154649514:154669797	ENSP00000274068|ENSP00000424430	ENSP00000340979	1	1	155	155
ENSG00000135740	SLC9A5	16	+	5	9	67289088:67298255	67289088:67289296|67289375:67289656|67289834:67290372|67290593:67290814|67291017:67291248|67291338:67291434|67291505:67292221|67292351:67293476|67293565:67293723|67293850:67298255	ENSP00000462404	ENSP00000299798	9	9	1188	1188
ENSG00000204843	DCTN1	2	-	16	26	74601468:74604559	74601468:74603869|74603890:74604559	ENSP00000377571	ENSP00000354791|ENSP00000387327|ENSP00000414315	1	1	21	21
ENSG00000137177	KIF13A	6	-	9	13	17788107:17794803	17788107:17790103|17788107:17794480|17790142:17794480|17794627:17794803	ENSP00000422808	ENSP00000259711|ENSP00000351150|ENSP00000368091|ENSP00000368093|ENSP00000368103|ENSP00000368120|ENSP00000425616	1	2	147	186
ENSG00000111785	RIC8B	12	+	10	12	107254191:107279682	107254191:107264601|107264721:107279682	ENSP00000376583	ENSP00000376582	1	1	120	120
ENSG00000125457	MIF4GD	17	-	11	13	73263712:73264164	73263712:73263827|73263983:73264164	ENSP00000462412|ENSP00000463264	ENSP00000245551|ENSP00000321625|ENSP00000462459|ENSP00000463334|ENSP00000463579|ENSP00000464448	1	1	156	156
ENSG00000173039	RELA	11	-	17	25	65429560:65430297	65429560:65429650|65429677:65430297	ENSP00000434372	ENSP00000311508|ENSP00000384273|ENSP00000431153|ENSP00000432537|ENSP00000432922|ENSP00000433144|ENSP00000433526|ENSP00000434745|ENSP00000435290|ENSP00000437137	1	1	27	27
ENSG00000196104	SPOCK3	4	-	28	29	167921615:168155136	167921615:167983643|167983689:168155136|167983689:168004389|167983689:167983793|167983689:168004389|167983802:168155136|168004398:168155136	ENSP00000422170	ENSP00000349677|ENSP00000350153|ENSP00000420920|ENSP00000420928|ENSP00000422336|ENSP00000423367|ENSP00000423421|ENSP00000423606|ENSP00000424168|ENSP00000425407|ENSP00000425502|ENSP00000425570|ENSP00000425859|ENSP00000426177|ENSP00000426716	1	2	46	55
ENSG00000164093	PITX2	4	-	8	10	111539845:111553499	111539845:111542320|111542526:111553499	ENSP00000378095	ENSP00000347004|ENSP00000378097|ENSP00000421454	1	1	206	206
